#36864
#36864
#36864
#0
#0
   Index      Gx      Gy      Gz
    7863   13055  -25287  -16241
    7864  -29457   -1514   14269
    7865    9259   23605  -20753
    7866   21815  -22417    9756
    7867  -19622   -7087  -25266
    7868    2540   32244    5244
    7869   11972   -6599  -29778
    7870  -26240  -19610     731
    7871   -2122    9647   31242
    7872   31842   -6740   -3780
    7873  -11223  -15271   26729
    7874  -15524   27638   -8293
    7875   23994    2083   22217
    7876  -10018  -28448  -12805
    7877  -19912   19070   17704
    7878   25813   10364  -17318
    7879   -1301  -29965   13192
    7880  -21801   11035  -21830
    7881   24627   19794    8679
    7882    4855  -18871  -26343
    7883  -32013    5606    4167
    7884    6213    9109  -30855
    7885   17042  -27984    -345
    7886  -12700   -1554   30165
    7887    9680   30925   -4857
    7888   15210  -13573   25653
    7889  -28707  -12717   -9370
    7890     204   25034   21140
    7891   26937  -12463  -13882
    7892  -21370  -18451   16628
    7893   -7676   26006  -18395
    7894   30154   -4192   12115
    7895  -12511  -19808  -22907
    7896  -17526   26621    7603
    7897   17718    2805  -27420
    7898   -8642  -31455    3090
    7899   -5650    4695  -31932
    7900   29445   14305   -1421
    7901     408  -15078   29088
    7902  -29704   12493   -5934
    7903   15894   14732   24576
    7904    9836  -29458  -10446
    7905  -25768    2661   20063
    7906   14690   25180  -14959
    7907   16698  -23515   15551
    7908  -25868   -5035  -19471
    7909    7121   30018   11038
    7910   17662  -13654  -23984
    7911  -28370  -15040    6526
    7912   -1006   16142  -28496
    7913   30574  -11610    2013
    7914   -2821   -2805   32524
    7915  -11432   30606   -2498
    7916   16961   -1150   28012
    7917  -15146  -28197   -7011
    7918  -13868   18141   23499
    7919   29883    6917  -11523
    7920   -5245  -26185   18987
    7921  -23208   16670  -16036
    7922   25471   14675   14474
    7923    2484  -25401  -20548
    7924  -29554   10047    9961
    7925   14433   15403  -25061
    7926   12364  -29851    5449
    7927  -14101     458  -29573
    7928   14473   29382     936
    7929    5843   -7110   31447
    7930  -31453   -8458   -3575
    7931    3018   18413   26935
    7932   26425  -17604   -8088
    7933  -20270  -12649   22422
    7934   -4002   29981  -12600
    7935   26273   -7911   17910
    7936  -18376  -21050  -17113
    7937  -12409   27206   13397
    7938   24617      67  -21625
    7939  -12931  -28766    8885
    7940  -13076   14815  -26138
    7941   31043    9532    4372
    7942   -1470  -11491  -30650
    7943  -27892   17195    -139
    7944   10198    6875   30370
    7945    5421  -31978   -4652
    7946  -19462    5120   25858
    7947   19841   24413   -9164
    7948   11106  -22241   21345
    7949  -29754   -1129  -13677
    7950   10616   26030   16833
    7951   18743  -19785  -18189
    7952  -28692   -9929   12320
    7953    2171   23527  -22702
    7954   27660  -15735    7808
    7955  -14763  -10727  -27214
    7956   -6577   31930    3295
    7957    7987   -1803  -31727
    7958  -19744  -26122   -1216
    7959   -7017   12895   29294
    7960   32175    2358   -5729
    7961   -7391  -20122   24781
    7962  -22188   21828  -10241
    7963   24018    9271   20269
    7964   -1661  -29210  -14754
    7965  -25456   13318   15756
    7966   20879   16325  -19266
    7967    7267  -29906   11244
    7968  -22151    4186  -23779
    7969   18423   26247    6731
    7970    8407  -14232  -28291
    7971  -32499   -3536    2219
    7972     486    1484   32729
    7973   24094  -22088   -2293
    7974  -15318   -6541   28217
    7975     692   32044   -6806
    7976   20401   -9774   23704
    7977  -23542  -19781  -11318
    7978   -7176   25570   19192
    7979   28359   -4332  -15831
    7980  -15975  -24555   14679
    7981  -13835   21642  -20343
    7982   30828    4458   10167
    7983   -5932  -20509  -24856
    7984  -24544   20959    5654
    7985   13154    6174  -29368
    7986     446  -32744    1142
    7987   -7764    3389   31652
    7988   24199   21833   -3370
    7989    5580  -17490   27140
    7990  -31589    3692   -7882
    7991   12216   20308   22627
    7992   17227  -24964  -12395
    7993  -26868   -4857   18115
    7994    6844   27220  -16907
    7995   23337  -18547   13602
    7996  -22061  -11319  -21420
    7997   -1537   31443    9090
    7998   18627   -7361  -25932
    7999  -23309  -22569    4577
    8000   -4086   11404  -30445
    8001   32659   -2655      65
    8002   -5713  -10302   30576
    8003  -19368   26053   -4447
    8004   19405    4218   26063
    8005   -6605  -30818   -8959
    8006  -19851   14667   21551
    8007   26078   14562  -13472
    8008    2350  -27889   17038
    8009  -25812    9163  -17984
    8010   20997   21814   12526
    8011    8820  -22130  -22497
    8012  -31738    1458    8013
    8013    8420   16530  -27009
    8014   20345  -25445    3501
    8015   -8669   -2207  -31522
    8016    5731   32245   -1011
    8017   11763   -8067   29499
    8018  -27627  -16729   -5523
    8019   -2522   21046   24986
    8020   29744   -9393  -10036
    8021  -17081  -19044   20474
    8022  -11824   26873  -14548
    8023   28614    -306   15961
    8024  -11253  -24159  -19061
    8025  -20005   23288   11449
    8026   21843    6387  -23574
    8027   -4490  -31707    6936
    8028  -14245    9048  -28086
    8029   27338   17900    2424
    8030     509   -3274  -32599
    8031  -31509    8743   -2088
    8032   10452   12513   28422
    8033   13952  -28903   -6600
    8034  -22398    -549   23909
    8035   12022   28383  -11113
    8036   17902  -19413   19397
    8037  -27341   -9052  -15625
    8038    3072   29028   14884
    8039   22293  -13081  -20138
    8040  -25388  -17931   10372
    8041   -4071   21199  -24650
    8042   31349   -7520    5859
    8043   -9167  -11795  -29163
    8044  -15261   28964    1347
    8045    7650     457   31858
    8046  -11655  -30460   -3165
    8047  -12697   12831   27345
    8048   29869   11071   -7677
    8049   -1649  -23443   22833
    8050  -26757   14459  -12190
    8051   21624   16444   18320
    8052    6288  -27480  -16702
    8053  -29121    5910   13808
    8054   14619   20244  -21215
    8055   15617  -27264    9295
    8056  -20200   -1924  -25727
    8057   10511   30664    4783
    8058    9185   -8650  -30240
    8059  -30303  -12462     270
    8060     393   11226   30781
    8061   29110  -14430   -4241
    8062  -15163  -12397   26268
    8063   -8123   30513   -8754
    8064   24169   -4024   21756
    8065  -16674  -24892  -13266
    8066  -14691   23674   17243
    8067   27290    3573  -17779
    8068   -8778  -28888   12731
    8069  -18051   15839  -22291
    8070   28892   13090    8218
    8071       3  -18846  -26804
    8072  -29660   13423    3706
    8073    7243    6360  -31316
    8074    9536  -31338    -806
    8075  -13715    1790   29704
    8076   17036   27479   -5318
    8077   11668  -17403   25191
    8078  -30830   -5146   -9831
    8079    6528   24564   20679
    8080   22815  -18638  -14343
    8081  -25530  -12668   16166
    8082    -949   26780  -18856
    8083   28327  -11636   11654
    8084  -16714  -15754  -23368
    8085  -10381   30247    7141
    8086   17136   -1625  -27881
    8087  -16222  -28347    2629
    8088   -2888    3996  -32393
    8089   32056    6519   -1883
    8090   -3549  -15541   28627
    8091  -25588   19442   -6395
    8092   19512   10554   24115
    8093    2181  -30820  -10908
    8094  -24623    9115   19602
    8095   20327   20558  -15420
    8096   10405  -27160   15090
    8097  -25960    1542  -19933
    8098   14445   27442   10577
    8099   13396  -17223  -24445
    8100  -31309   -7524    6065
    8101    2885   15059  -28958
    8102   26742  -18871    1552
    8103   -5823   -3420   32063
    8104   -3448   32450   -2959
    8105   16841   -5568   27550
    8106  -21618  -23462   -7472
    8107   -9096   21451   23038
    8108   30487    -735  -11984
    8109  -11739  -24344   18525
    8110  -18157   21721  -16497
    8111   28537    7931   14013
    8112   -3859  -24846  -21009
    8113  -26242   17167    9500
    8114   17341   11024  -25522
    8115    4554  -32063    4988
    8116  -12573    3671  -30034
    8117   21338   24861     475
    8118    4502   -9656   30986
    8119  -32515    -361   -4036
    8120    7768   17676   26474
    8121   21129  -23539   -8549
    8122  -23186   -7332   21961
    8123    3564   29838  -13061
    8124   23729  -14356   17449
    8125  -22801  -15649  -17574
    8126   -5280   29638   12936
    8127   23458   -5961  -22086
    8128  -19764  -24739    8423
    8129   -8692   17047  -26599
    8130   32497    1506    3911
    8131   -3803   -9553  -31111
    8132  -22729   23594    -601
    8133   12609    4482   29909
    8134   -2704  -32252   -5113
    8135  -18080   10086   25397
    8136   25183   18622   -9626
    8137    5301  -24686   20884
    8138  -28887    6267  -14138
    8139   16924   22785   16372
    8140   13075  -23555  -18651
    8141  -30443   -2488   11859
    8142    7808   21820  -23163
    8143   22950  -22202    7347
    8144  -16311   -6453  -27676
    8145    1580   32605    2834
    8146    5454   -2795  -32188
    8147  -25609  -20371   -1677
    8148   -3802   15095   28832
    8149   31666   -5711   -6190
    8150  -12464  -18078   24320
    8151  -15974   26531  -10702
    8152   25924    3041   19807
    8153   -8809  -27650  -15215
    8154  -21523   19402   15295
    8155   23973   10476  -19727
    8156    -409  -30939   10782
    8157  -19962    9359  -24240
    8158   24449   20895    6270
    8159    4372  -15093  -28752
    8160  -32384    4669    1757
    8161    3064    4798   32268
    8162   17816  -27361   -2754
    8163  -17214   -2636   27756
    8164    8620   30765   -7267
    8165   17688  -14850   23243
    8166  -27569  -13222  -11779
    8167    -591   26878   18731
    8168   26149  -11154  -16292
    8169  -21752  -19958   14218
    8170   -7896   24051  -20804
    8171   31114   -3373    9706
    8172  -10573  -17914  -25317
    8173  -18597   26473    5193
    8174   13322    2523  -29829
    8175   -7722  -31836     681
    8176   -7909    6179   31191
    8177   28828   15097   -3831
    8178    1088  -18992   26679
    8179  -29565   11398   -8344
    8180   17195   16930   22166
    8181   10403  -28286  -12856
    8182  -27531    2006   17654
    8183   13271   24410  -17369
    8184   18108  -23938   13141
    8185  -23789   -5380  -21881
    8186    6365   30962    8629
    8187   15713  -11407  -26394
    8188  -28248  -16085    4116
    8189   -1004   10837  -30906
    8190   30967  -10702    -395
    8191   -8877   -9378   30114
    8192  -12246   29993   -4908
    8193   20435    -767   25602
    8194  -14009  -28082   -9420
    8195  -15824   19454   21089
    8196   28677    7557  -13933
    8197   -4713  -27868   16577
    8198  -22462   15128  -18445
    8199   25926   15998   12064
    8200    2976  -23188  -22958
    8201  -30483    9347    7552
    8202   11814   13396  -27470
    8203   13389  -29751    3039
    8204   -7123      16  -31983
    8205   13571   29787   -1472
    8206    9988  -11432   29038
    8207  -30843   -9301   -5985
    8208    2866   21539   24525
    8209   26339  -16422  -10497
    8210  -21586  -14393   20013
    8211   -4723   28741  -15010
    8212   27881   -7485   15500
    8213  -16700  -20338  -19522
    8214  -13651   27686   10988
    8215   22258     732  -24035
    8216  -12280  -29680    6475
    8217  -11002   11732  -28547
    8218   30963   10540    1963
    8219    -423   -4353   32473
    8220  -28312   16296   -2549
    8221   13870    9972   27961
    8222    6297  -31371   -7061
    8223  -22299    5152   23448
    8224   18607   24361  -11574
    8225   12663  -23552   18936
    8226  -28479   -1943  -16086
    8227   10283   27565   14423
    8228   18074  -17962  -20599
    8229  -29193  -11099    9911
    8230    1301   21008  -25112
    8231   28560  -15126    5398
    8232  -11074   -8568  -29624
    8233   -7573   31867     886
    8234    9203   -1787   31396
    8235  -18843  -26560   -3626
    8236   -9446   16176   26884
    8237   31570    3274   -8138
    8238   -7573  -22711   22371
    8239  -22176   20537  -12651
    8240   25318   10661   17859
    8241    -743  -27902  -17163
    8242  -26922   13066   13346
    8243   18892   15712  -21676
    8244    8372  -30422    8834
    8245  -19452    3072  -26188
    8246   17850   27136    4321
    8247    6118   -9678  -30701
    8248  -32452   -4525    -190
    8249    3512   11917   30320
    8250   24553  -21182   -4703
    8251  -18320   -8485   25807
    8252    -269   31443   -9215
    8253   22773  -10077   21295
    8254  -22191  -19818  -13728
    8255   -8418   26854   16782
    8256   27020   -3296  -18240
    8257  -15792  -25955   12270
